name
INBOX
INBOX_CREATE_FOLDERS
INBOX_EDIT_FOLDERS
INBOX_DELETE_FOLDERS
INBOX_PROVIDE_FEEDBACK
INBOX_VIEW_ALL_FOLDERS
INBOX_VIEW_MY_FOLDERS
INBOX_EDIT_ALL_FACTS
INBOX_EDIT_MY_FACTS
INBOX_RESOLVE_ALL_FACTS
INBOX_RESOLVE_MY_FACTS
ENTITY_MANAGEMENT
ENTITY_MANAGEMENT_CREATE_ENTITY_LISTS
ENTITY_MANAGEMENT_VIEW_ALL_ENTITY_LISTS
ENTITY_MANAGEMENT_VIEW_MY_ENTITY_LISTS
ENTITY_MANAGEMENT_EDIT_ALL_ENTITY_LISTS
ENTITY_MANAGEMENT_EDIT_MY_ENTITY_LISTS
ENTITY_MANAGEMENT_DELETE_ALL_ENTITY_LISTS
ENTITY_MANAGEMENT_DELETE_MY_ENTITY_LISTS
OUTBOX
OUTBOX_EDIT_ALERTS
OUTBOX_REMOVE_ALERTS
OUTBOX_EXPORT_ALERTS
SEARCH
TRASH
ADMIN_TOOLS
ADMIN_CONSOLE
